objectid,filename,title,volume,creator,month/season,date_exact,date,source,identifier,type,collection,format
gbby-45g554,https://archives.nd.edu/Bagby/GBBY-45g554.jpg,GBBY 45G/554: Golf Match or Practice Scene - Team Member - Unidentified - Posed Action - c1930s,,University of Notre Dame Archives,,,1930s,https://archives.nd.edu/Bagby/GBBY-45g554.jpg,gbby-45g554,Still Image,Bagby Negatives,image/jpeg
gbby-45g555,https://archives.nd.edu/Bagby/GBBY-45g555.jpg,GBBY 45G/555: Golf Match or Practice Scene - Team Member - Unidentified - Posed Action - c1930s,,University of Notre Dame Archives,,,1930s,https://archives.nd.edu/Bagby/GBBY-45g555.jpg,gbby-45g555,Still Image,Bagby Negatives,image/jpeg
gbby-45g556,https://archives.nd.edu/Bagby/GBBY-45g556.jpg,GBBY 45G/556: Golf Match or Practice Scene - Team Member - Unidentified - Posed Action - c1930s,,University of Notre Dame Archives,,,1930s,https://archives.nd.edu/Bagby/GBBY-45g556.jpg,gbby-45g556,Still Image,Bagby Negatives,image/jpeg
gbby-45g557,https://archives.nd.edu/Bagby/GBBY-45g557.jpg,GBBY 45G/557: Golf Match or Practice Scene - Team Member - Unidentified - Posed Action - c1930s,,University of Notre Dame Archives,,,1930s,https://archives.nd.edu/Bagby/GBBY-45g557.jpg,gbby-45g557,Still Image,Bagby Negatives,image/jpeg
gbby-45g558,https://archives.nd.edu/Bagby/GBBY-45g558.jpg,GBBY 45G/558: Golf Match or Practice Scene - Team Member - Unidentified - Posed Action - c1930s,,University of Notre Dame Archives,,,1930s,https://archives.nd.edu/Bagby/GBBY-45g558.jpg,gbby-45g558,Still Image,Bagby Negatives,image/jpeg
gbby-45g559,https://archives.nd.edu/Bagby/GBBY-45g559.jpg,GBBY 45G/559: Golf Match or Practice Scene - Team Member - Unidentified - Posed Action - c1930s,,University of Notre Dame Archives,,,1930s,https://archives.nd.edu/Bagby/GBBY-45g559.jpg,gbby-45g559,Still Image,Bagby Negatives,image/jpeg
gbby-45g560,https://archives.nd.edu/Bagby/GBBY-45g560.jpg,GBBY 45G/560: Golf Match or Practice Scene - c1930s,,University of Notre Dame Archives,,,1930s,https://archives.nd.edu/Bagby/GBBY-45g560.jpg,gbby-45g560,Still Image,Bagby Negatives,image/jpeg
gbby-45g561,https://archives.nd.edu/Bagby/GBBY-45g561.jpg,GBBY 45G/561: Golf Match or Practice Scene - c1930s,,University of Notre Dame Archives,,,1930s,https://archives.nd.edu/Bagby/GBBY-45g561.jpg,gbby-45g561,Still Image,Bagby Negatives,image/jpeg
gbby-45g562,https://archives.nd.edu/Bagby/GBBY-45g562.jpg,GBBY 45G/562: Golf Match or Practice Scene - c1930s,,University of Notre Dame Archives,,,1930s,https://archives.nd.edu/Bagby/GBBY-45g562.jpg,gbby-45g562,Still Image,Bagby Negatives,image/jpeg
gbby-45g563,https://archives.nd.edu/Bagby/GBBY-45g563.jpg,GBBY 45G/563: Golf Match or Practice Scene - c1930s,,University of Notre Dame Archives,,,1930s,https://archives.nd.edu/Bagby/GBBY-45g563.jpg,gbby-45g563,Still Image,Bagby Negatives,image/jpeg
gbby-45g564,https://archives.nd.edu/Bagby/GBBY-45g564.jpg,"GBBY 45G/564: Golfers (Unidentified, not Students) Notre Dame Golf Course - c1930s",,University of Notre Dame Archives,,,1930s,https://archives.nd.edu/Bagby/GBBY-45g564.jpg,gbby-45g564,Still Image,Bagby Negatives,image/jpeg
gbby-45g565,https://archives.nd.edu/Bagby/GBBY-45g565.jpg,"GBBY 45G/565: Golfers (Unidentified, not Students) Notre Dame Golf Course - c1930s",,University of Notre Dame Archives,,,1930s,https://archives.nd.edu/Bagby/GBBY-45g565.jpg,gbby-45g565,Still Image,Bagby Negatives,image/jpeg
gbby-45g566,https://archives.nd.edu/Bagby/GBBY-45g566.jpg,"GBBY 45G/566: Golfers (Unidentified, not Students) Notre Dame Golf Course - c1930s",,University of Notre Dame Archives,,,1930s,https://archives.nd.edu/Bagby/GBBY-45g566.jpg,gbby-45g566,Still Image,Bagby Negatives,image/jpeg
gbby-45g567,https://archives.nd.edu/Bagby/GBBY-45g567.jpg,"GBBY 45G/567: Golfers (Unidentified, not Students) Notre Dame Golf Course - c1930s",,University of Notre Dame Archives,,,1930s,https://archives.nd.edu/Bagby/GBBY-45g567.jpg,gbby-45g567,Still Image,Bagby Negatives,image/jpeg
gbby-45g568,https://archives.nd.edu/Bagby/GBBY-45g568.jpg,"GBBY 45G/568: Golfers (Unidentified, not Students) Notre Dame Golf Course - c1930s",,University of Notre Dame Archives,,,1930s,https://archives.nd.edu/Bagby/GBBY-45g568.jpg,gbby-45g568,Still Image,Bagby Negatives,image/jpeg
gbby-45g569,https://archives.nd.edu/Bagby/GBBY-45g569.jpg,"GBBY 45G/569: Golfers (Unidentified, not Students) Notre Dame Golf Course - c1930s",,University of Notre Dame Archives,,,1930s,https://archives.nd.edu/Bagby/GBBY-45g569.jpg,gbby-45g569,Still Image,Bagby Negatives,image/jpeg
gbby-45g570,https://archives.nd.edu/Bagby/GBBY-45g570.jpg,"GBBY 45G/570: Golfers (Unidentified, not Students) Notre Dame Golf Course - c1930s",,University of Notre Dame Archives,,,1930s,https://archives.nd.edu/Bagby/GBBY-45g570.jpg,gbby-45g570,Still Image,Bagby Negatives,image/jpeg
gbby-57g001,https://archives.nd.edu/Bagby/GBBY-57g001.jpg,GBBY 57G/001: Donald L. Allen: Football Player - 1933,,University of Notre Dame Archives,,,1933,https://archives.nd.edu/Bagby/GBBY-57g001.jpg,gbby-57g001,Still Image,Bagby Negatives,image/jpeg
gbby-57g002,https://archives.nd.edu/Bagby/GBBY-57g002.jpg,GBBY 57G/002: Russ Arndt: Football Player - 1922-1924,,University of Notre Dame Archives,,,1922-1924,https://archives.nd.edu/Bagby/GBBY-57g002.jpg,gbby-57g002,Still Image,Bagby Negatives,image/jpeg
gbby-57g003,https://archives.nd.edu/Bagby/GBBY-57g003.jpg,GBBY 57G/003: Joe Bach: Football Player - 1923-1924,,University of Notre Dame Archives,,,1923-1924,https://archives.nd.edu/Bagby/GBBY-57g003.jpg,gbby-57g003,Still Image,Bagby Negatives,image/jpeg
gbby-57g004,https://archives.nd.edu/Bagby/GBBY-57g004.jpg,GBBY 57G/004: Joe Bach: Football Player - 1923-1924,,University of Notre Dame Archives,,,1923-1924,https://archives.nd.edu/Bagby/GBBY-57g004.jpg,gbby-57g004,Still Image,Bagby Negatives,image/jpeg
gbby-57g005,https://archives.nd.edu/Bagby/GBBY-57g005.jpg,GBBY 57G/005: Joe Bach: Football Player (GBBY 57G/005 is Damaged) - 1923-1924,,University of Notre Dame Archives,,,1923-1924,https://archives.nd.edu/Bagby/GBBY-57g005.jpg,gbby-57g005,Still Image,Bagby Negatives,image/jpeg
gbby-57g006,https://archives.nd.edu/Bagby/GBBY-57g006.jpg,GBBY 57G/006: Joe Bach: Football Player - 1923-1924,,University of Notre Dame Archives,,,1923-1924,https://archives.nd.edu/Bagby/GBBY-57g006.jpg,gbby-57g006,Still Image,Bagby Negatives,image/jpeg
gbby-57g007,https://archives.nd.edu/Bagby/GBBY-57g007.jpg,GBBY 57G/007: Steve Banas: Football Player - 1931-1933,,University of Notre Dame Archives,,,1931-1933,https://archives.nd.edu/Bagby/GBBY-57g007.jpg,gbby-57g007,Still Image,Bagby Negatives,image/jpeg
gbby-57g008,https://archives.nd.edu/Bagby/GBBY-57g008.jpg,GBBY 57G/008: Emmett L. Baxter: Football Player - Notre Dame,,University of Notre Dame Archives,,,n.d.,https://archives.nd.edu/Bagby/GBBY-57g008.jpg,gbby-57g008,Still Image,Bagby Negatives,image/jpeg
gbby-57g009,https://archives.nd.edu/Bagby/GBBY-57g009.jpg,GBBY 57G/009: Joe Beach: Football Player - 1933-1934,,University of Notre Dame Archives,,,1933-1934,https://archives.nd.edu/Bagby/GBBY-57g009.jpg,gbby-57g009,Still Image,Bagby Negatives,image/jpeg
gbby-57g010,https://archives.nd.edu/Bagby/GBBY-57g010.jpg,GBBY 57G/010: Joe Benda: Football Player - 1925-1927,,University of Notre Dame Archives,,,1925-1927,https://archives.nd.edu/Bagby/GBBY-57g010.jpg,gbby-57g010,Still Image,Bagby Negatives,image/jpeg
gbby-57g011,https://archives.nd.edu/Bagby/GBBY-57g011.jpg,GBBY 57G/011: Joe Benda: Football Player - 1925-1927,,University of Notre Dame Archives,,,1925-1927,https://archives.nd.edu/Bagby/GBBY-57g011.jpg,gbby-57g011,Still Image,Bagby Negatives,image/jpeg
gbby-57g012,https://archives.nd.edu/Bagby/GBBY-57g012.jpg,GBBY 57G/012: Joe Boland: Football Player - 1924-1926,,University of Notre Dame Archives,,,1924-1926,https://archives.nd.edu/Bagby/GBBY-57g012.jpg,gbby-57g012,Still Image,Bagby Negatives,image/jpeg
gbby-57g013,https://archives.nd.edu/Bagby/GBBY-57g013.jpg,GBBY 57G/013: Joe Boland: Football Player - 1924-1926,,University of Notre Dame Archives,,,1924-1926,https://archives.nd.edu/Bagby/GBBY-57g013.jpg,gbby-57g013,Still Image,Bagby Negatives,image/jpeg
gbby-57g014,https://archives.nd.edu/Bagby/GBBY-57g014.jpg,GBBY 57G/014: Ray Boland: Football Player - 1932,,University of Notre Dame Archives,,,1932,https://archives.nd.edu/Bagby/GBBY-57g014.jpg,gbby-57g014,Still Image,Bagby Negatives,image/jpeg
gbby-57g015,https://archives.nd.edu/Bagby/GBBY-57g015.jpg,GBBY 57G/015: Jim Brady: Football Player - 1927-1928,,University of Notre Dame Archives,,,1927-1928,https://archives.nd.edu/Bagby/GBBY-57g015.jpg,gbby-57g015,Still Image,Bagby Negatives,image/jpeg
gbby-57g016,https://archives.nd.edu/Bagby/GBBY-57g016.jpg,GBBY 57G/016: Earl Brown: Football Player - 1936-1938,,University of Notre Dame Archives,,,1936-1938,https://archives.nd.edu/Bagby/GBBY-57g016.jpg,gbby-57g016,Still Image,Bagby Negatives,image/jpeg
gbby-57g017,https://archives.nd.edu/Bagby/GBBY-57g017.jpg,GBBY 57G/017: Burke: Football Player - c1930s,,University of Notre Dame Archives,,,1930s,https://archives.nd.edu/Bagby/GBBY-57g017.jpg,gbby-57g017,Still Image,Bagby Negatives,image/jpeg
gbby-57g018,https://archives.nd.edu/Bagby/GBBY-57g018.jpg,GBBY 57G/018: Fred Carideo: Football Player - 1933-1935,,University of Notre Dame Archives,,,1933-1935,https://archives.nd.edu/Bagby/GBBY-57g018.jpg,gbby-57g018,Still Image,Bagby Negatives,image/jpeg
gbby-57g019,https://archives.nd.edu/Bagby/GBBY-57g019.jpg,GBBY 57G/019: Frank Canale: Football Player - 1931-1934,,University of Notre Dame Archives,,,1931-1934,https://archives.nd.edu/Bagby/GBBY-57g019.jpg,gbby-57g019,Still Image,Bagby Negatives,image/jpeg
gbby-57g020,https://archives.nd.edu/Bagby/GBBY-57g020.jpg,GBBY 57G/020: Bill Cerney: Football Player - 1922-1924,,University of Notre Dame Archives,,,1922-1924,https://archives.nd.edu/Bagby/GBBY-57g020.jpg,gbby-57g020,Still Image,Bagby Negatives,image/jpeg
gbby-57g021,https://archives.nd.edu/Bagby/GBBY-57g021.jpg,GBBY 57G/021: Bill Cerney: Football Player - 1922-1924,,University of Notre Dame Archives,,,1922-1924,https://archives.nd.edu/Bagby/GBBY-57g021.jpg,gbby-57g021,Still Image,Bagby Negatives,image/jpeg
gbby-57g022,https://archives.nd.edu/Bagby/GBBY-57g022.jpg,GBBY 57G/022: John (Jack) Chevigny: Football Player - 1926-1928,,University of Notre Dame Archives,,,1926-1928,https://archives.nd.edu/Bagby/GBBY-57g022.jpg,gbby-57g022,Still Image,Bagby Negatives,image/jpeg
gbby-57g023,https://archives.nd.edu/Bagby/GBBY-57g023.jpg,GBBY 57G/023: John (Jack) Chevigny: Football Player - 1926-1928,,University of Notre Dame Archives,,,1926-1928,https://archives.nd.edu/Bagby/GBBY-57g023.jpg,gbby-57g023,Still Image,Bagby Negatives,image/jpeg
gbby-57g024,https://archives.nd.edu/Bagby/GBBY-57g024.jpg,GBBY 57G/024: John (Jack) Chevigny: Football Player - 1926-1928,,University of Notre Dame Archives,,,1926-1928,https://archives.nd.edu/Bagby/GBBY-57g024.jpg,gbby-57g024,Still Image,Bagby Negatives,image/jpeg
gbby-57g025,https://archives.nd.edu/Bagby/GBBY-57g025.jpg,GBBY 57G/025: Chuck Collins: Football Player - 1922-1924,,University of Notre Dame Archives,,,1922-1924,https://archives.nd.edu/Bagby/GBBY-57g025.jpg,gbby-57g025,Still Image,Bagby Negatives,image/jpeg
gbby-57g026,https://archives.nd.edu/Bagby/GBBY-57g026.jpg,GBBY 57G/026: Chuck Collins: Football Player - 1922-1924,,University of Notre Dame Archives,,,1922-1924,https://archives.nd.edu/Bagby/GBBY-57g026.jpg,gbby-57g026,Still Image,Bagby Negatives,image/jpeg
gbby-57g027,https://archives.nd.edu/Bagby/GBBY-57g027.jpg,GBBY 57G/027: Ed Collins: Football Player - 1926-1929,,University of Notre Dame Archives,,,1926-1929,https://archives.nd.edu/Bagby/GBBY-57g027.jpg,gbby-57g027,Still Image,Bagby Negatives,image/jpeg
gbby-57g028,https://archives.nd.edu/Bagby/GBBY-57g028.jpg,GBBY 57G/028: Al Costello: Football Player - 1932-1934,,University of Notre Dame Archives,,,1932-1934,https://archives.nd.edu/Bagby/GBBY-57g028.jpg,gbby-57g028,Still Image,Bagby Negatives,image/jpeg
gbby-57g029,https://archives.nd.edu/Bagby/GBBY-57g029.jpg,GBBY 57G/029: Art Cronin: Football Player - 1934-1936,,University of Notre Dame Archives,,,1934-1936,https://archives.nd.edu/Bagby/GBBY-57g029.jpg,gbby-57g029,Still Image,Bagby Negatives,image/jpeg
gbby-57g030,https://archives.nd.edu/Bagby/GBBY-57g030.jpg,GBBY 57G/030: Clem Crowe: Football Player - 1923-1925,,University of Notre Dame Archives,,,1923-1925,https://archives.nd.edu/Bagby/GBBY-57g030.jpg,gbby-57g030,Still Image,Bagby Negatives,image/jpeg
gbby-57g031,https://archives.nd.edu/Bagby/GBBY-57g031.jpg,GBBY 57G/031: Clem Crowe: Football Player - 1923-1925,,University of Notre Dame Archives,,,1923-1925,https://archives.nd.edu/Bagby/GBBY-57g031.jpg,gbby-57g031,Still Image,Bagby Negatives,image/jpeg
gbby-57g032,https://archives.nd.edu/Bagby/GBBY-57g032.jpg,GBBY 57G/032: Clem Crowe: Football Player - 1923-1925,,University of Notre Dame Archives,,,1923-1925,https://archives.nd.edu/Bagby/GBBY-57g032.jpg,gbby-57g032,Still Image,Bagby Negatives,image/jpeg
gbby-57g033,https://archives.nd.edu/Bagby/GBBY-57g033.jpg,GBBY 57G/033: James (Jim) Crowley: Football Player - 1924,,University of Notre Dame Archives,,,1924,https://archives.nd.edu/Bagby/GBBY-57g033.jpg,gbby-57g033,Still Image,Bagby Negatives,image/jpeg
gbby-57g034,https://archives.nd.edu/Bagby/GBBY-57g034.jpg,GBBY 57G/034: James (Jim) Crowley: Football Player - 1924,,University of Notre Dame Archives,,,1924,https://archives.nd.edu/Bagby/GBBY-57g034.jpg,gbby-57g034,Still Image,Bagby Negatives,image/jpeg
gbby-57g035,https://archives.nd.edu/Bagby/GBBY-57g035.jpg,GBBY 57G/035: Ray (Bucky) Dahman: Football Player - 1925-1927,,University of Notre Dame Archives,,,1925-1927,https://archives.nd.edu/Bagby/GBBY-57g035.jpg,gbby-57g035,Still Image,Bagby Negatives,image/jpeg
gbby-57g036,https://archives.nd.edu/Bagby/GBBY-57g036.jpg,GBBY 57G/036: Ed Dunn: Football Player - 1934-1935,,University of Notre Dame Archives,,,1934-1935,https://archives.nd.edu/Bagby/GBBY-57g036.jpg,gbby-57g036,Still Image,Bagby Negatives,image/jpeg
gbby-57g037,https://archives.nd.edu/Bagby/GBBY-57g037.jpg,GBBY 57G/037: Gene (Red) Edwards: Football Player - 1924-1926,,University of Notre Dame Archives,,,1924-1926,https://archives.nd.edu/Bagby/GBBY-57g037.jpg,gbby-57g037,Still Image,Bagby Negatives,image/jpeg
gbby-57g038,https://archives.nd.edu/Bagby/GBBY-57g038.jpg,GBBY 57G/038: Gene (Red) Edwards: Football Player - 1924-1926,,University of Notre Dame Archives,,,1924-1926,https://archives.nd.edu/Bagby/GBBY-57g038.jpg,gbby-57g038,Still Image,Bagby Negatives,image/jpeg
gbby-57g039,https://archives.nd.edu/Bagby/GBBY-57g039.jpg,GBBY 57G/039: Don Elser: Football Player - 1933-1935,,University of Notre Dame Archives,,,1933-1935,https://archives.nd.edu/Bagby/GBBY-57g039.jpg,gbby-57g039,Still Image,Bagby Negatives,image/jpeg
gbby-57g040,https://archives.nd.edu/Bagby/GBBY-57g040.jpg,GBBY 57G/040: Rex Enright: Football Player - 1923-1925,,University of Notre Dame Archives,,,1923-1925,https://archives.nd.edu/Bagby/GBBY-57g040.jpg,gbby-57g040,Still Image,Bagby Negatives,image/jpeg
gbby-57g041,https://archives.nd.edu/Bagby/GBBY-57g041.jpg,GBBY 57G/041: Rex Enright: Football Player - 1923-1925,,University of Notre Dame Archives,,,1923-1925,https://archives.nd.edu/Bagby/GBBY-57g041.jpg,gbby-57g041,Still Image,Bagby Negatives,image/jpeg
gbby-57g042,https://archives.nd.edu/Bagby/GBBY-57g042.jpg,GBBY 57G/042: Christy Flanagan: Football Player - 1925-1927,,University of Notre Dame Archives,,,1925-1927,https://archives.nd.edu/Bagby/GBBY-57g042.jpg,gbby-57g042,Still Image,Bagby Negatives,image/jpeg
gbby-57g043,https://archives.nd.edu/Bagby/GBBY-57g043.jpg,GBBY 57G/043: Christy Flanagan: Football Player - 1925-1927,,University of Notre Dame Archives,,,1925-1927,https://archives.nd.edu/Bagby/GBBY-57g043.jpg,gbby-57g043,Still Image,Bagby Negatives,image/jpeg
gbby-57g044,https://archives.nd.edu/Bagby/GBBY-57g044.jpg,GBBY 57G/044: John Frederick: Football Player - 1925-1927,,University of Notre Dame Archives,,,1925-1927,https://archives.nd.edu/Bagby/GBBY-57g044.jpg,gbby-57g044,Still Image,Bagby Negatives,image/jpeg
gbby-57g045,https://archives.nd.edu/Bagby/GBBY-57g045.jpg,GBBY 57G/045: John Frederick: Football Player - 1925-1927,,University of Notre Dame Archives,,,1925-1927,https://archives.nd.edu/Bagby/GBBY-57g045.jpg,gbby-57g045,Still Image,Bagby Negatives,image/jpeg
gbby-57g046,https://archives.nd.edu/Bagby/GBBY-57g046.jpg,GBBY 57G/046: John Frederick: Football Player - 1925-1927,,University of Notre Dame Archives,,,1925-1927,https://archives.nd.edu/Bagby/GBBY-57g046.jpg,gbby-57g046,Still Image,Bagby Negatives,image/jpeg
gbby-57g047,https://archives.nd.edu/Bagby/GBBY-57g047.jpg,GBBY 57G/047: Karl Fulnecky: Football Player - 1933,,University of Notre Dame Archives,,,1933,https://archives.nd.edu/Bagby/GBBY-57g047.jpg,gbby-57g047,Still Image,Bagby Negatives,image/jpeg
gbby-57g048,https://archives.nd.edu/Bagby/GBBY-57g048.jpg,GBBY 57G/048: Tom (Kitty) Gorman: Football Player - 1931-1933,,University of Notre Dame Archives,,,1931-1933,https://archives.nd.edu/Bagby/GBBY-57g048.jpg,gbby-57g048,Still Image,Bagby Negatives,image/jpeg
gbby-57g049,https://archives.nd.edu/Bagby/GBBY-57g049.jpg,"GBBY 57G/049: Thomas (Tom, Red) Hearden: Football Player - 1924-1926",,University of Notre Dame Archives,,,1924-1926,https://archives.nd.edu/Bagby/GBBY-57g049.jpg,gbby-57g049,Still Image,Bagby Negatives,image/jpeg
gbby-57g050,https://archives.nd.edu/Bagby/GBBY-57g050.jpg,"GBBY 57G/050: Thomas (Tom, Red) Hearden: Football Player - 1924-1926",,University of Notre Dame Archives,,,1924-1926,https://archives.nd.edu/Bagby/GBBY-57g050.jpg,gbby-57g050,Still Image,Bagby Negatives,image/jpeg
gbby-57g051,https://archives.nd.edu/Bagby/GBBY-57g051.jpg,"GBBY 57G/051: Thomas (Tom, Red) Hearden: Football Player - 1924-1926",,University of Notre Dame Archives,,,1924-1926,https://archives.nd.edu/Bagby/GBBY-57g051.jpg,gbby-57g051,Still Image,Bagby Negatives,image/jpeg
gbby-57g052,https://archives.nd.edu/Bagby/GBBY-57g052.jpg,GBBY 57G/052: John Hogan: Football Player - 1926,,University of Notre Dame Archives,,,1926,https://archives.nd.edu/Bagby/GBBY-57g052.jpg,gbby-57g052,Still Image,Bagby Negatives,image/jpeg
gbby-57g053,https://archives.nd.edu/Bagby/GBBY-57g053.jpg,GBBY 57G/053: Paul Host: Football Player - 1932,,University of Notre Dame Archives,,,1932,https://archives.nd.edu/Bagby/GBBY-57g053.jpg,gbby-57g053,Still Image,Bagby Negatives,image/jpeg
gbby-57g054,https://archives.nd.edu/Bagby/GBBY-57g054.jpg,GBBY 57G/054: Max Houser: Football Player - 1923-1924,,University of Notre Dame Archives,,,1923-1924,https://archives.nd.edu/Bagby/GBBY-57g054.jpg,gbby-57g054,Still Image,Bagby Negatives,image/jpeg
gbby-57g055,https://archives.nd.edu/Bagby/GBBY-57g055.jpg,GBBY 57G/055: Ed Hunsinger: Football Player - 1922-1924,,University of Notre Dame Archives,,,1922-1924,https://archives.nd.edu/Bagby/GBBY-57g055.jpg,gbby-57g055,Still Image,Bagby Negatives,image/jpeg
gbby-57g056,https://archives.nd.edu/Bagby/GBBY-57g056.jpg,GBBY 57G/056: Ed Hunsinger: Football Player - 1922-1924,,University of Notre Dame Archives,,,1922-1924,https://archives.nd.edu/Bagby/GBBY-57g056.jpg,gbby-57g056,Still Image,Bagby Negatives,image/jpeg
gbby-57g057,https://archives.nd.edu/Bagby/GBBY-57g057.jpg,GBBY 57G/057: Arthur S.J. Katz: Football Player - 1933,,University of Notre Dame Archives,,,1933,https://archives.nd.edu/Bagby/GBBY-57g057.jpg,gbby-57g057,Still Image,Bagby Negatives,image/jpeg
gbby-57g058,https://archives.nd.edu/Bagby/GBBY-57g058.jpg,GBBY 57G/058: Charles H. Keller (South Bend Resident?) - c1920s,,University of Notre Dame Archives,,,1920s,https://archives.nd.edu/Bagby/GBBY-57g058.jpg,gbby-57g058,Still Image,Bagby Negatives,image/jpeg
gbby-57g059,https://archives.nd.edu/Bagby/GBBY-57g059.jpg,GBBY 57G/059: Louis Kisch (South Bend Resident?) - c1920s,,University of Notre Dame Archives,,,1920s,https://archives.nd.edu/Bagby/GBBY-57g059.jpg,gbby-57g059,Still Image,Bagby Negatives,image/jpeg
gbby-57g060,https://archives.nd.edu/Bagby/GBBY-57g060.jpg,GBBY 57G/060: Noble Kizer: Football Player - 1922-1924,,University of Notre Dame Archives,,,1922-1924,https://archives.nd.edu/Bagby/GBBY-57g060.jpg,gbby-57g060,Still Image,Bagby Negatives,image/jpeg
gbby-57g061,https://archives.nd.edu/Bagby/GBBY-57g061.jpg,GBBY 57G/061: Noble Kizer: Football Player - 1922-1924,,University of Notre Dame Archives,,,1922-1924,https://archives.nd.edu/Bagby/GBBY-57g061.jpg,gbby-57g061,Still Image,Bagby Negatives,image/jpeg
gbby-57g062,https://archives.nd.edu/Bagby/GBBY-57g062.jpg,GBBY 57G/062: Arden Kline (South Bend Policeman) - c1920s,,University of Notre Dame Archives,,,1920s,https://archives.nd.edu/Bagby/GBBY-57g062.jpg,gbby-57g062,Still Image,Bagby Negatives,image/jpeg
gbby-57g063,https://archives.nd.edu/Bagby/GBBY-57g063.jpg,GBBY 57G/063: Mike Koken: Football Player - 1930-1932,,University of Notre Dame Archives,,,1930-1932,https://archives.nd.edu/Bagby/GBBY-57g063.jpg,gbby-57g063,Still Image,Bagby Negatives,image/jpeg
gbby-57g064,https://archives.nd.edu/Bagby/GBBY-57g064.jpg,GBBY 57G/064: Edwin Kosky: Football Player - 1929,,University of Notre Dame Archives,,,1929,https://archives.nd.edu/Bagby/GBBY-57g064.jpg,gbby-57g064,Still Image,Bagby Negatives,image/jpeg
gbby-57g065,https://archives.nd.edu/Bagby/GBBY-57g065.jpg,GBBY 57G/065: Casimer Kubiak (South Bend Resident?) - c1920s,,University of Notre Dame Archives,,,1920s,https://archives.nd.edu/Bagby/GBBY-57g065.jpg,gbby-57g065,Still Image,Bagby Negatives,image/jpeg
gbby-57g066,https://archives.nd.edu/Bagby/GBBY-57g066.jpg,GBBY 57G/066: Lafortune (South Bend Resident?) - c1920s,,University of Notre Dame Archives,,,1920s,https://archives.nd.edu/Bagby/GBBY-57g066.jpg,gbby-57g066,Still Image,Bagby Negatives,image/jpeg
gbby-57g067,https://archives.nd.edu/Bagby/GBBY-57g067.jpg,GBBY 57G/067: John Law: Football Player - 1926-1929,,University of Notre Dame Archives,,,1926-1929,https://archives.nd.edu/Bagby/GBBY-57g067.jpg,gbby-57g067,Still Image,Bagby Negatives,image/jpeg
gbby-57g068,https://archives.nd.edu/Bagby/GBBY-57g068.jpg,GBBY 57G/068: Elmer Layden: as Football Player - 1922-1924,,University of Notre Dame Archives,,,1922-1924,https://archives.nd.edu/Bagby/GBBY-57g068.jpg,gbby-57g068,Still Image,Bagby Negatives,image/jpeg
gbby-57g069,https://archives.nd.edu/Bagby/GBBY-57g069.jpg,GBBY 57G/069: Elmer Layden: as Football Player - 1922-1924,,University of Notre Dame Archives,,,1922-1924,https://archives.nd.edu/Bagby/GBBY-57g069.jpg,gbby-57g069,Still Image,Bagby Negatives,image/jpeg
gbby-57g070,https://archives.nd.edu/Bagby/GBBY-57g070.jpg,GBBY 57G/070: Elmer Layden: as Football Player - 1922-1924,,University of Notre Dame Archives,,,1922-1924,https://archives.nd.edu/Bagby/GBBY-57g070.jpg,gbby-57g070,Still Image,Bagby Negatives,image/jpeg
gbby-57g071,https://archives.nd.edu/Bagby/GBBY-57g071.jpg,GBBY 57G/071: Francis (Mike) Layden: Football Player - 1933-1935,,University of Notre Dame Archives,,,1933-1935,https://archives.nd.edu/Bagby/GBBY-57g071.jpg,gbby-57g071,Still Image,Bagby Negatives,image/jpeg
gbby-57g072,https://archives.nd.edu/Bagby/GBBY-57g072.jpg,GBBY 57G/072: Mike Leding: Football Player - 1931-1932,,University of Notre Dame Archives,,,1931-1932,https://archives.nd.edu/Bagby/GBBY-57g072.jpg,gbby-57g072,Still Image,Bagby Negatives,image/jpeg
gbby-57g073,https://archives.nd.edu/Bagby/GBBY-57g073.jpg,GBBY 57G/073: Jim Leonard: Football Player - 1931-1933,,University of Notre Dame Archives,,,1931-1933,https://archives.nd.edu/Bagby/GBBY-57g073.jpg,gbby-57g073,Still Image,Bagby Negatives,image/jpeg
gbby-57g074,https://archives.nd.edu/Bagby/GBBY-57g074.jpg,GBBY 57G/074: George Leppig: Football Player - 1926-1928,,University of Notre Dame Archives,,,1926-1928,https://archives.nd.edu/Bagby/GBBY-57g074.jpg,gbby-57g074,Still Image,Bagby Negatives,image/jpeg
gbby-57g075,https://archives.nd.edu/Bagby/GBBY-57g075.jpg,GBBY 57G/075: Bernie Livergood: Football Player - 1922-1924,,University of Notre Dame Archives,,,1922-1924,https://archives.nd.edu/Bagby/GBBY-57g075.jpg,gbby-57g075,Still Image,Bagby Negatives,image/jpeg
gbby-57g076,https://archives.nd.edu/Bagby/GBBY-57g076.jpg,GBBY 57G/076: Bernie Livergood: Football Player - 1922-1924,,University of Notre Dame Archives,,,1922-1924,https://archives.nd.edu/Bagby/GBBY-57g076.jpg,gbby-57g076,Still Image,Bagby Negatives,image/jpeg
gbby-57g077,https://archives.nd.edu/Bagby/GBBY-57g077.jpg,GBBY 57G/077: Nick Lukats: Football Player - 1930-1933,,University of Notre Dame Archives,,,1930-1933,https://archives.nd.edu/Bagby/GBBY-57g077.jpg,gbby-57g077,Still Image,Bagby Negatives,image/jpeg
